,Name,Year,Location,Country,Status,Type,city,state,state_names,avg_temp_f,avg_temp_c
1476,Northern Avenue Bridge,1908,Boston (MA),USA,to be demolished,metal,Boston,MA,Massachusetts,51.3,10.7
1477,Northern Pacific Bridge,1884,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
1478,Northern Pacific Bridge #9,1924,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
1479,Northport Bridge,1949,Northport (WA),USA,in use,metal,Northport,WA,Washington,47.6,8.7
1480,Northumberland Bridge,1917,- Northumberland (NY),USA,in use,metal,Northumberland,NY,New York,45.4,7.4
1481,Norwalk River Railroad Bridge,1896,Norwalk (CT),USA,in use,metal,Norwalk,CT,Connecticut,50.7,10.4
1482,Novelty Bridge,2000,King County (WA),USA,in use,metal,King County,WA,Washington,48.3,9.1
1483,NS (DLW) - Susquehanna River Bridge,1900,Johnson City (NY),USA,in use,metal,Johnson City,NY,New York,46.1,7.8
1484,Nutty Narrows Bridge,1963,Longview (WA),USA,in use,metal,Longview,WA,Washington,48.3,9.1
1485,O Street Viaduct,1885,Omaha (NE),USA,demolished,metal,Omaha,NE,Nebraska,51.1,10.6
1486,O'Neal Bridge,1939,Muscle Shoals (AL),USA,in use,metal,Muscle Shoals,AL,Alabama,61.6,16.4
1487,Oak Orchard Creek Bridge,1936,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1488,Oakland Bridge,1925,Douglas County (OR),USA,in use,metal,Douglas County,OR,Oregon,48.4,9.1
1489,Ocean Avenue Bridge,1937,Belmar (NJ),USA,in use,metal,Belmar,NJ,New Jersey,52.7,11.5
1490,Ocean to Ocean Bridge,1915,Yuma (AZ),USA,in use,metal,Yuma,AZ,Arizona,71.6,22.0
1491,Oceanic Bridge,1940,Monmouth County (NJ),USA,in use,metal,Monmouth County,NJ,New Jersey,52.7,11.5
1492,Ogdensburg Prescott International Bridge,1960,Ogdensburg (NY),USA,in use,metal,Ogdensburg,NY,New York,45.0,7.2
1493,Ohio Turnpike Cuyahoga River Bridge,1955,Boston Township (OH),USA,demolished,metal,Boston Township,OH,Ohio,50.7,10.4
1494,Old Brownsville Bridge,1912,Brownsville (PA),USA,in use,metal,Brownsville,PA,Pennsylvania,48.8,9.3
1495,Old Chain of Rocks Canal Highway Bridge,1949,Madison County (IL),USA,in use,metal,Madison County,IL,Illinois,51.8,11.0
1496,Old Downing Mill Bridge,1930,Choccolocco (AL),USA,in use,metal,Choccolocco,AL,Alabama,62.8,17.1
1497,Old Glenn Road Bridge,1952,Anchorage (AK),USA,in use,metal,Anchorage,AK,Alaska,37.1,2.8
1498,Old Hill Place Bridge,1920,Fayette (MS),USA,in ruins,metal,Fayette,MS,Mississippi,63.4,17.4
1499,Old Lake Marion Bridge,1968,Clarendon County (SC),USA,out of service,metal,Clarendon County,SC,South Carolina,62.4,16.9
1500,Old Mill Road Bridge,1882,Rocky Ridge (MD),USA,in use,metal,Rocky Ridge,MD,Maryland,54.2,12.3
1501,Old Mill Road Bridge,1870,Hellertown (PA),USA,in use,metal,Hellertown,PA,Pennsylvania,51.3,10.7
1502,Old Rhinehart Bridge,1922,Union County (OR),USA,out of service,metal,Union County,OR,Oregon,46.0,7.8
1503,Old River Bridge,1889,Benton (AR),USA,dismantled,metal,Benton,AR,Arkansas,62.2,16.8
1504,Old Saint Charles Bridge,1904,- Saint Charles (MO),USA,demolished,metal,Saint Charles,MO,Missouri,54.5,12.5
1505,Old Shawneetown Bridge,1955,Old Shawneetown (IL),USA,in use,metal,Old Shawneetown,IL,Illinois,51.8,11.0
1506,Old Vicksburg Bridge,1930,Vicksburg (MS),USA,in use,metal,Vicksburg,MS,Mississippi,64.7,18.2
1507,Old Wenatchee Bridge,1908,Wenatchee (WA),USA,in use,metal,Wenatchee,WA,Washington,51.0,10.6
1508,Old Youngs Bay Bridge,1921,Astoria (OR),USA,in use,metal,Astoria,OR,Oregon,51.3,10.7
1509,Olive Branch Bridge,1897,Sprague (NE),USA,demolished,metal,Sprague,NE,Nebraska,28.6,-1.9
1510,Omega Bridge,1951,Los Alamos (NM),USA,in use,metal,Los Alamos,NM,New Mexico,48.0,8.9
1511,Oneida and Western Railroad Big South Fork Bridge,1885,Oneida (TN),USA,in use,metal,Oneida,TN,Tennessee,57.6,14.2
1512,Onion Creek Bridge,1911,Coffeyville (KS),USA,in use,metal,Coffeyville,KS,Kansas,58.1,14.5
1513,Opaekaa Truss Bridge,1895,Kapaa (HI),USA,in use,metal,Kapaa,HI,Hawaii,24.4,-4.2
1514,Oregon City Bridge,1922,Oregon City (OR),USA,in use,metal,Oregon City,OR,Oregon,54.7,12.6
1515,Oregon Trunk Rail Bridge,1912,Celilo Village (OR),USA,in use,metal,Celilo Village,OR,Oregon,48.4,9.1
1516,Orleans Suspension Bridge,1940,Orleans (CA),USA,destroyed,metal,Orleans,CA,California,57.7,14.3
1517,Orleans Suspension Bridge,1966,Orleans (CA),USA,in use,metal,Orleans,CA,California,57.7,14.3
1518,Oscar K. Allen Bridge,1936,Alexandria (LA),USA,demolished,metal,Alexandria,LA,Louisiana,65.3,18.5
1519,Osceola Bridge,1955,Osceola (WI),USA,in use,metal,Osceola,WI,Wisconsin,43.1,6.2
1520,Oso Valley Road Bridge,1987,San Luis Obispo (CA),USA,in use,metal,San Luis Obispo,CA,California,59.3,15.2
1521,Outer Drive Bridge,1937,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1522,Outerbridge Crossing,1928,- New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1523,Ozark Bridge,1930,Ozark (AR),USA,in use,metal,Ozark,AR,Arkansas,59.0,15.0
1524,P. J. McArdle Roadway Viaduct No. 1,1935,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1525,P. R. Olgiati Bridge,1959,Chattanooga (TN),USA,in use,metal,Chattanooga,TN,Tennessee,60.9,16.1
1526,Panhandle Bridge,1903,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1527,Panther Hollow Bridge,1896,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1528,Paper Mill Road Bridge,2000,Baltimore County (MD),USA,in use,metal,Baltimore County,MD,Maryland,55.1,12.8
1529,Paper Mill Road Bridge,1922,Baltimore County (MD),USA,out of service,metal,Baltimore County,MD,Maryland,55.1,12.8
1530,Park Avenue Railroad Bridge,1956,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1531,Park Place Bridge,1921,Oregon City (OR),USA,out of service,metal,Oregon City,OR,Oregon,54.7,12.6
1532,Parkersburg Baltimore & Ohio Railroad Bridge,1905,Parkersburg (WV),USA,in use,metal,Parkersburg,WV,West Virginia,54.8,12.7
1533,Parkersburg Suspension Bridge,1916,Parkersburg (WV),USA,demolished,metal,Parkersburg,WV,West Virginia,54.8,12.7
1534,Parks Highway Bridge,1969,Matanuska-Susitna (AK),USA,in use,metal,Matanuska-Susitna,AK,Alaska,26.6,-3.0
1535,Pasco-Kennewick Bridge,1922,Pasco (WA),USA,demolished,metal,Pasco,WA,Washington,53.2,11.8
1536,Paseo Bridge,1954,Kansas City (MO),USA,demolished,metal,Kansas City,MO,Missouri,54.6,12.6
1537,Passaic River Bridge,1949,Rutherford (NJ),USA,demolished,metal,Rutherford,NJ,New Jersey,52.7,11.5
1538,Passaic River Bridge,1935,Newark (NJ),USA,in use,metal,Newark,NJ,New Jersey,54.9,12.7
1539,PATH Lift Bridge,1900,- Kearny (NJ),USA,in use,metal,Kearny,NJ,New Jersey,52.7,11.5
1540,Paw Paw Creek Bridge,1874,Miami County (IN),USA,dismantled,metal,Miami County,IN,Indiana,51.7,10.9
1541,Peace Bridge,1927,Buffalo (NY),USA,in use,metal,Buffalo,NY,New York,48.3,9.1
1542,Pearl Harbor Memorial Bridge,1958,New Haven (CT),USA,demolished,metal,New Haven,CT,Connecticut,53.6,12.0
1543,Pearl Street Bridge,1886,Grand Rapids (MI),USA,demolished,metal,Grand Rapids,MI,Michigan,49.1,9.5
1544,Pecos River Bridge,1959,Langtry (TX),USA,in use,metal,Langtry,TX,Texas,69.2,20.7
1545,Pecos River High Bridge,1944,Langtry (TX),USA,in use,metal,Langtry,TX,Texas,69.2,20.7
1546,Pecos Viaduct,1892,Langtry (TX),USA,demolished,metal,Langtry,TX,Texas,69.2,20.7
1547,Pekin Bridge,1982,Pekin (IL),USA,in use,metal,Pekin,IL,Illinois,51.3,10.7
1548,Pelham Road Railroad Overpass,1941,- Allen Park (MI),USA,in use,metal,Allen Park,MI,Michigan,44.4,6.9
1549,Pelican Island Causeway,1957,Galveston (TX),USA,in use,metal,Galveston,TX,Texas,71.3,21.8
1550,Penn Lincoln Parkway East Viaduct,1956,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1551,Pennsylvania Railroad Bridge,1868,Louisville (KY),USA,in use,metal,Louisville,KY,Kentucky,58.2,14.6
1552,Pennsylvania Railroad Lift Bridge,1966,New Castle County (DE),USA,in use,metal,New Castle County,DE,Delaware,55.3,12.9
1553,Pennsylvania Turnpike Allegheny River Bridge,1951,Harmar (PA),USA,demolished,metal,Harmar,PA,Pennsylvania,48.8,9.3
1554,Penobscot Bridge,1911,Bangor (ME),USA,demolished,metal,Bangor,ME,Maine,44.3,6.8
1555,Pepacton Reservoir Bridge,1999,Andes (NY),USA,in use,metal,Andes,NY,New York,45.5,7.5
1556,Percy V. Pennybacker Jr. Bridge,1982,Austin (TX),USA,in use,metal,Austin,TX,Texas,68.5,20.3
1558,Phil G. McDonald Bridge,1988,Beckley (WV),USA,in use,metal,Beckley,WV,West Virginia,51.4,10.8
1559,Philadelphia & Reading Railroad Pedestrian Overpass,1887,Reading (PA),USA,demolished,metal,Reading,PA,Pennsylvania,50.9,10.5
1560,Philip Murray Bridge,1931,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1561,Phoenix Bridge,1887,Eagle Rock (VA),USA,in use,metal,Eagle Rock,VA,Virginia,55.1,12.8
1562,Phyllis J. Tilley Memorial Bridge,2012,Fort Worth (TX),USA,in use,metal,Fort Worth,TX,Texas,64.7,18.2
1563,Pier 3 / Pier 4 Pedestrian Bridge,1998,Baltimore (MD),USA,in use,metal,Baltimore,MD,Maryland,55.1,12.8
1564,Pigeon Key Bridge,1912,Marathon (FL),USA,in use,metal,Marathon,FL,Florida,78.5,25.8
1565,Pinebank Arch Bridge,1861,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1566,Pinto Creek Bridge,1949,Miami (AZ),USA,to be demolished,metal,Miami,AZ,Arizona,62.0,16.7
1567,Piscataqua River I-95 Bridge,1971,- Kittery (ME),USA,in use,metal,Kittery,ME,Maine,41.0,5.0
1568,Pittsburgh & Lake Erie Railroad Ohio River Bridge,1910,Beaver (PA),USA,in use,metal,Beaver,PA,Pennsylvania,51.9,11.1
1569,Platte Purchase Bridge,1957,Kansas City (KS),USA,demolished,metal,Kansas City,KS,Kansas,56.7,13.7
1570,Plattsmouth Bridge,1929,Plattsmouth (NE),USA,in use,metal,Plattsmouth,NE,Nebraska,49.0,9.4
1571,Plattsmouth Pipeline Bridge,1956,Plattsmouth (NE),USA,in use,metal,Plattsmouth,NE,Nebraska,49.0,9.4
1572,Plattsmouth Rail Bridge,1880,Plattsmouth (NE),USA,demolished,metal,Plattsmouth,NE,Nebraska,49.0,9.4
1573,Poffenberger Road Bridge,1878,Middletown (MD),USA,in use,metal,Middletown,MD,Maryland,54.2,12.3
1574,Point Bridge,1877,Pittsburgh (PA),USA,demolished,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1575,Point Bridge,1927,Pittsburgh (PA),USA,demolished,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1576,Point Marion Bridge,1999,Point Marion (PA),USA,in use,metal,Point Marion,PA,Pennsylvania,51.4,10.8
1577,Point Marion Bridge,1908,Point Marion (PA),USA,demolished,metal,Point Marion,PA,Pennsylvania,51.4,10.8
1578,Point Pleasant Railroad Bridge,1919,Point Pleasant (WV),USA,in use,metal,Point Pleasant,WV,West Virginia,55.9,13.3
1579,Pomeroy-Mason Bridge,1928,Mason (WV),USA,demolished,metal,Mason,WV,West Virginia,51.8,11.0
1580,Ponakin Road Bridge,1871,Lancaster (MA),USA,out of service,metal,Lancaster,MA,Massachusetts,47.9,8.8
1581,Pond Eddy Bridge,1904,- Lumberland (NY),USA,in use,metal,Lumberland,NY,New York,45.4,7.4
1582,Popolopen Creek Bridge (US 9),1937,Fort Montgomery (NY),USA,in use,metal,Fort Montgomery,NY,New York,45.4,7.4
1583,Poquonock Bridge,1869,Windsor (CT),USA,demolished,metal,Windsor,CT,Connecticut,49.0,9.4
1584,Porcupine Bridge,1969,Haines (AK),USA,in use,metal,Haines,AK,Alaska,41.1,5.1
1585,Porcupine Crossing Bridge,1969,Haines (AK),USA,in use,metal,Haines,AK,Alaska,41.1,5.1
1586,Port Washington Narrows Bridge,1958,Bremerton (WA),USA,in use,metal,Bremerton,WA,Washington,51.6,10.9
1587,Portage Canal Bridge,1951,Jefferson County (WA),USA,in use,metal,Jefferson County,WA,Washington,48.3,9.1
1588,Portage Viaduct,1875,Genesee Falls (NY),USA,demolished,metal,Genesee Falls,NY,New York,45.4,7.4
1589,Portland Traction - Clackamas River Bridge,1908,- Gladstone (OR),USA,demolished,metal,Gladstone,OR,Oregon,54.4,12.4
1590,Portland-Columbia Toll Bridge,1953,Portland (PA),USA,in use,metal,Portland,PA,Pennsylvania,48.8,9.3
1591,Portland-Columbia Toll Supported Pedestrian Bridge,1958,Portland (PA),USA,in use,metal,Portland,PA,Pennsylvania,48.8,9.3
1592,Poughkeepsie Railroad Bridge,1889,Poughkeepsie (NY),USA,in use,metal,Poughkeepsie,NY,New York,50.0,10.0
1593,Pratt Half Hip Pony Truss,1911,Hamilton (TX),USA,in use,metal,Hamilton,TX,Texas,64.2,17.9
1594,Presbyterian Road Bridge,1909,Orleans County (NY),USA,in use,metal,Orleans County,NY,New York,45.4,7.4
1595,Prescott Bridge,1922,Prescott (WI),USA,demolished,metal,Prescott,WI,Wisconsin,43.1,6.2
1596,Prescott Bridge,1990,Prescott (WI),USA,in use,metal,Prescott,WI,Wisconsin,43.1,6.2
1597,Prickett Trail Bridge,1932,Calhoun County (AL),USA,in use,metal,Calhoun County,AL,Alabama,62.8,17.1
1598,Prospect Avenue Bridge,1914,Medina (NY),USA,in use,metal,Medina,NY,New York,45.4,7.4
1599,Prospect Bridge,1913,Prospect (OH),USA,demolished,metal,Prospect,OH,Ohio,53.5,11.9
1600,Providence River Bridge,2007,Providence (RI),USA,in use,metal,Providence,RI,Rhode Island,50.9,10.5
1601,Provo River Railroad Bridge,1884,Orem (UT),USA,in use,metal,Orem,UT,Utah,52.5,11.4
1602,Pudding River Bridge,1947,Clackamas County (OR),USA,in use,metal,Clackamas County,OR,Oregon,48.4,9.1
1603,Puente Histórico de Trujillo Alto,1941,Trujillo Alto (US-PR),USA,in use,metal,Trujillo Alto,US-PR,Puerto Rico,78.5,25.8
1604,Pulaski Bridge,1954,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1605,Pulaski Skyway,1932,- Jersey City (NJ),USA,in use,metal,Jersey City,NJ,New Jersey,52.6,11.4
1606,Purdon Crossing Bridge,1889,Nevada City (CA),USA,in use,metal,Nevada City,CA,California,51.0,10.6
1607,Purple Heart Memorial Bridge,1998,Alexandria (LA),USA,in use,metal,Alexandria,LA,Louisiana,65.3,18.5
1608,Putnam Street Bridge,1914,Marietta (OH),USA,demolished,metal,Marietta,OH,Ohio,53.7,12.1
1609,Putnam Street Bridge,1884,Marietta (OH),USA,demolished,metal,Marietta,OH,Ohio,53.7,12.1
1610,Puyallup Avenue Bridge,1925,Tacoma (WA),USA,in use,metal,Tacoma,WA,Washington,53.5,11.9
1611,Queens Zoo Aviary Footbridge,1968,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1612,Queensway Twin Bridges,1970,Long Beach (CA),USA,in use,metal,Long Beach,CA,California,64.5,18.1
1613,Rachel Carson Bridge,1928,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1614,Rainbow Bridge,1941,Niagara Falls (NY),USA,in use,metal,Niagara Falls,NY,New York,47.7,8.7
1615,Rainbow Bridge,1938,Bridge City (TX),USA,in use,metal,Bridge City,TX,Texas,64.8,18.2
1616,Rainbow Bridge,1957,La Conner (WA),USA,in use,metal,La Conner,WA,Washington,48.3,9.1
1617,Ralston Arkansas River Bridge,1935,Ralston (OK),USA,demolished,metal,Ralston,OK,Oklahoma,59.6,15.3
1618,Randolph Bridge,1962,- Riley County (KS),USA,in use,metal,Riley County,KS,Kansas,52.9,11.6
1619,Randolph Street Bridge,1984,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1620,Raritan Bay Bridge,1908,Perth Amboy (NJ),USA,in use,metal,Perth Amboy,NJ,New Jersey,52.7,11.5
1621,Raritan Bay Bridge,2026,Perth Amboy (NJ),USA,under construction,metal,Perth Amboy,NJ,New Jersey,52.7,11.5
1622,Ravenna Park Bridge,1912,Seattle (WA),USA,in use,metal,Seattle,WA,Washington,52.6,11.4
1623,Raymond E. Baldwin Bridge,1948,- Old Lyme (CT),USA,demolished,metal,Old Lyme,CT,Connecticut,49.0,9.4
1624,Reading-Halls Station Bridge,1846,Muncy (PA),USA,in use,metal,Muncy,PA,Pennsylvania,48.8,9.3
1625,Rector Street Bridge,2002,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1626,Red Bridge,1891,Meriden (CT),USA,out of service,metal,Meriden,CT,Connecticut,51.7,10.9
1627,Red Cliff Bridge,1940,Red Cliff (CO),USA,in use,metal,Red Cliff,CO,Colorado,45.1,7.3
1628,Red Cloud Bridge,1935,Red Cloud (NE),USA,in use,metal,Red Cloud,NE,Nebraska,51.7,10.9
1629,Red Rock Bridge,1890,Topock (AZ),USA,demolished,metal,Topock,AZ,Arizona,73.6,23.1
1630,Reedy Point Bridge,1968,Delaware City (DE),USA,in use,metal,Delaware City,DE,Delaware,55.3,12.9
1631,Reservoir Bridge Southwest,1864,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1632,Rhythm City Skybridge,2005,Davenport (IA),USA,in use,metal,Davenport,IA,Iowa,50.0,10.0
1633,Richard V. Woods Memorial Bridge,1959,Beaufort (SC),USA,in use,metal,Beaufort,SC,South Carolina,66.7,19.3
1634,Richardson Bridge,1912,Eugene (OR),USA,in use,metal,Eugene,OR,Oregon,52.5,11.4
1635,Richmond-San Rafael Bridge,1956,Richmond (CA),USA,completed,metal,Richmond,CA,California,58.4,14.7
1636,Rio Grande Gorge Bridge,1965,- Pilar (NM),USA,in use,metal,Pilar,NM,New Mexico,53.4,11.9
1637,Rip van Winkle Bridge,1935,Catskill (NY),USA,in use,metal,Catskill,NY,New York,45.4,7.4
1638,Riparius Bridge,2003,Johnsburg (NY),USA,in use,metal,Johnsburg,NY,New York,45.4,7.4
1639,River Street Bridge,1906,Plainfield (CT),USA,demolished,metal,Plainfield,CT,Connecticut,49.0,9.4
1640,Riverton-Belvidere Bridge,1904,Riverton (PA),USA,in use,metal,Riverton,PA,Pennsylvania,48.8,9.3
1641,Robert C. Byrd Bridge,1994,Huntington (WV),USA,in use,metal,Huntington,WV,West Virginia,55.3,12.9
1642,Robert Craig Memorial Bridge,1957,Toledo (OH),USA,demolished,metal,Toledo,OH,Ohio,50.3,10.2
1643,Robert F. Kennedy Bridge,1936,- New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1644,Robert F. Kennedy Bridge Bronx Kill Span,1936,- New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1645,Robert F. Kennedy Bridge Harlem River Lift Span,1936,- New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1646,Robert O. Norris Bridge,1957,Lancaster County (VA),USA,in use,metal,Lancaster County,VA,Virginia,55.1,12.8
1647,Robert R. Shoemaker Bridge,1959,Long Beach (CA),USA,in use,metal,Long Beach,CA,California,64.5,18.1
1648,Roberto Clemente Bridge,1928,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
1649,Rochester-Monaca Bridge,1986,- Rochester (PA),USA,in use,metal,Rochester,PA,Pennsylvania,48.8,9.3
1650,Rock Creek Bridge,1924,Sapulpa (OK),USA,out of service,metal,Sapulpa,OK,Oklahoma,65.0,18.3
1651,Rock Island Bridge,1892,Rock Island (WA),USA,in use,metal,Rock Island,WA,Washington,50.0,10.0
1652,Rock Island Bridge,1895,- Saint Paul Park (MN),USA,partially demolished,metal,Saint Paul Park,MN,Minnesota,41.2,5.1
1653,Rock Island Government Bridge,1896,Rock Island (IL),USA,in use,metal,Rock Island,IL,Illinois,50.5,10.3
1654,Rockpile Road Bridge,1978,Healdsburg (CA),USA,in use,metal,Healdsburg,CA,California,59.6,15.3
1655,Rocks Village Bridge,1883,Haverhill (MA),USA,in use,metal,Haverhill,MA,Massachusetts,49.7,9.8
1656,Rodrick Bridge,1872,Newark (OH),USA,in use,metal,Newark,OH,Ohio,51.4,10.8
1657,Roeliff Jansen Kill Bridge,1932,Columbia County (NY),USA,in use,metal,Columbia County,NY,New York,45.4,7.4
1658,Roosevelt Island Bridge,1955,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
1659,Roosevelt Lake Bridge,1990,Roosevelt (AZ),USA,in use,metal,Roosevelt,AZ,Arizona,67.0,19.4
1660,Roosevelt Road Bridge,1928,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1661,Ross Island Bridge,1926,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1662,Route 35 Victory Bridge,1926,- Sayreville (NJ),USA,demolished,metal,Sayreville,NJ,New Jersey,52.7,11.5
1663,Roy Inks Bridge,1935,Llano (TX),USA,in use,metal,Llano,TX,Texas,66.5,19.2
1664,Royal Gorge Bridge,1929,Canon City (CO),USA,in use,metal,Canon City,CO,Colorado,54.0,12.2
1665,Ruby Street Bridge,1935,Joliet (IL),USA,in use,metal,Joliet,IL,Illinois,49.4,9.7
1666,Rulo Bridge,1939,Rulo (NE),USA,in use,metal,Rulo,NE,Nebraska,52.1,11.2
1667,Rush's Mill Bridge,1869,Reading (PA),USA,in use,metal,Reading,PA,Pennsylvania,50.9,10.5
1668,Ryder Park Bridge,2006,San Mateo (CA),USA,in use,metal,San Mateo,CA,California,57.3,14.1
1669,Sacandaga Reservoir Bridge,1930,Saratoga County (NY),USA,in use,metal,Saratoga County,NY,New York,45.4,7.4
1670,Sacramento River Trail Pedestrian Bridge,1990,Redding (CA),USA,in use,metal,Redding,CA,California,62.3,16.8
1671,Sagamore Bridge,1935,Sagamore (MA),USA,in use,metal,Sagamore,MA,Massachusetts,47.9,8.8
1672,Saint Andrews Bay Bridge,1960,Panama City (FL),USA,in use,metal,Panama City,FL,Florida,69.0,20.6
1673,Saint Charles Air Line Bridge,1930,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
1674,Saint Claude Avenue Bridge,1919,New Orleans (LA),USA,in use,metal,New Orleans,LA,Louisiana,68.7,20.4
1675,Saint Georges Bridge,1942,Saint Georges (DE),USA,in use,metal,Saint Georges,DE,Delaware,55.3,12.9
1676,Saint Johns Bridge,1931,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
1677,Saint Paul Avenue Bridge,1966,Milwaukee (WI),USA,in use,metal,Milwaukee,WI,Wisconsin,48.4,9.1
1678,Saint Peter Bridge,1931,Saint Peter (MN),USA,in use,metal,Saint Peter,MN,Minnesota,41.2,5.1
1679,Sakonnet River Bridge,1956,Portsmouth (RI),USA,in use,metal,Portsmouth,RI,Rhode Island,50.1,10.1
1680,Salmon River Bridge at Wooley Creek,1970,Somes Bar (CA),USA,in use,metal,Somes Bar,CA,California,55.3,12.9
1681,Sam Hill Memorial Bridge,1962,Biggs Junction (OR),USA,in use,metal,Biggs Junction,OR,Oregon,48.4,9.1
1682,San Diego Central Courthouse Skyway,2017,San Diego (CA),USA,in use,metal,San Diego,CA,California,63.6,17.6
1683,San Diego-Coronado Bay Bridge,1969,San Diego (CA),USA,in use,metal,San Diego,CA,California,63.6,17.6
1684,San Francisco-Oakland Bay Bridge (East),1936,- Oakland (CA),USA,to be demolished,metal,Oakland,CA,California,59.4,15.2
1685,San Francisco-Oakland Bay Bridge (East),2013,- Oakland (CA),USA,in use,metal,Oakland,CA,California,59.4,15.2
1686,San Francisco-Oakland Bay Bridge (West),1936,- Oakland (CA),USA,in use,metal,Oakland,CA,California,59.4,15.2
1687,San Juan River Bridge,1953,Mexican Hat (UT),USA,in use,metal,Mexican Hat,UT,Utah,56.2,13.4
1688,San Luis Rey River Bridge,1929,Oceanside (CA),USA,in use,metal,Oceanside,CA,California,61.9,16.6
1689,San Marcos River Bridge,1902,Gonzales (TX),USA,in use,metal,Gonzales,TX,Texas,68.3,20.2
1690,San Mateo-Hayward Bridge,1967,- Hayward (CA),USA,in use,metal,Hayward,CA,California,61.2,16.2
1691,Sand Island Park Bridge,1867,Bethlehem (PA),USA,in use,metal,Bethlehem,PA,Pennsylvania,51.4,10.8
1692,Sarah Mildred Long Bridge,1940,Portsmouth (NH),USA,in use,metal,Portsmouth,NH,New Hampshire,46.0,7.8
1693,Saratoga Lake Bridge,1923,Saratoga County (NY),USA,demolished,metal,Saratoga County,NY,New York,45.4,7.4
1694,Sargent Bridge,1908,Sargent (NE),USA,destroyed,metal,Sargent,NE,Nebraska,24.2,-4.3
1695,Satsop River Bridges,1967,Satsop (WA),USA,in use,metal,Satsop,WA,Washington,48.3,9.1
1696,Sault Sainte Marie International Bridge,1962,Sault Sainte Marie (MI),USA,in use,metal,Sault Sainte Marie,MI,Michigan,44.4,6.9
1697,Sauvie Island Bridge,2008,Multnomah County (OR),USA,in use,metal,Multnomah County,OR,Oregon,48.4,9.1
1698,Savanna-Sabula Bridge,1932,Savanna (IL),USA,in use,metal,Savanna,IL,Illinois,51.8,11.0
1699,Scarlet's Mill Bridge,1881,Scarlet's Mill (PA),USA,in use,metal,Scarlet's Mill,PA,Pennsylvania,48.8,9.3
1700,Schaeffer's Ford Bridge,1889,Berks County (PA),USA,in use,metal,Berks County,PA,Pennsylvania,48.8,9.3
1701,Schell Memorial Bridge,1903,Northfield (MA),USA,out of service,metal,Northfield,MA,Massachusetts,47.9,8.8
1702,Schoharie Creek Arch Bridge,2002,Gilboa (NY),USA,in use,metal,Gilboa,NY,New York,43.8,6.6
1703,School Street Bridge,1870,Glen Gardner (NJ),USA,in use,metal,Glen Gardner,NJ,New Jersey,52.7,11.5
1704,Sciotoville Bridge,1916,- Portsmouth (OH),USA,in use,metal,Portsmouth,OH,Ohio,55.4,13.0
1705,Scott Fitzhugh Bridge,1927,Dover (TN),USA,demolished,metal,Dover,TN,Tennessee,58.3,14.6
1706,Scott Wike Lucas Bridge,1936,- Havana (IL),USA,in use,metal,Havana,IL,Illinois,53.0,11.7
1707,Scottsburg Bridge,1929,Douglas County (OR),USA,in use,metal,Douglas County,OR,Oregon,48.4,9.1
1708,Seattle-Tacoma Airport Skybridge,2019,SeaTac (WA),USA,project phase,metal,SeaTac,WA,Washington,48.3,9.1
1709,Second Avenue Bridge,1939,Alpena (MI),USA,in use,metal,Alpena,MI,Michigan,43.6,6.4
1710,Second Beebe Bridge,1962,Chelan County (WA),USA,in use,metal,Chelan County,WA,Washington,49.9,9.9
